Y\X,-400.0000,-395.0000,-390.0000,-385.0000,-380.0000,-375.0000,-370.0000,-365.0000,-360.0000,-355.0000,-350.0000,-345.0000,-340.0000,-335.0000,-330.0000,-325.0000,-320.0000,-315.0000,-310.0000,-305.0000,-300.0000,-295.0000,-290.0000,-285.0000,-280.0000,-275.0000,-270.0000,-265.0000,-260.0000,-255.0000,-250.0000,-245.0000,-240.0000,-235.0000,-230.0000,-225.0000,-220.0000,-215.0000,-210.0000,-205.0000,-200.0000,-195.0000,-190.0000,-185.0000,-180.0000,-175.0000,-170.0000,-165.0000,-160.0000,-155.0000,-150.0000,-145.0000,-140.0000,-135.0000,-130.0000,-125.0000,-120.0000,-115.0000,-110.0000,-105.0000,-100.0000,-95.0000,-90.0000,-85.0000,-80.0000,-75.0000,-70.0000,-65.0000,-60.0000,-55.0000,-50.0000,-45.0000,-40.0000,-35.0000,-30.0000,-25.0000,-20.0000,-15.0000,-10.0000,-5.0000,0.0000,5.0000,10.0000,15.0000,20.0000,25.0000,30.0000,35.0000,40.0000,45.0000,50.0000,55.0000,60.0000,65.0000,70.0000,75.0000,80.0000,85.0000,90.0000,95.0000,100.0000,105.0000,110.0000,115.0000,120.0000,125.0000,130.0000,135.0000,140.0000,145.0000,150.0000,155.0000,160.0000,165.0000,170.0000,175.0000,180.0000,185.0000,190.0000,195.0000,200.0000,205.0000,210.0000,215.0000,220.0000,225.0000,230.0000,235.0000,240.0000,245.0000,250.0000,255.0000,260.0000,265.0000,270.0000,275.0000,280.0000,285.0000,290.0000,295.0000,300.0000,305.0000,310.0000,315.0000,320.0000,325.0000,330.0000,335.0000,340.0000,345.0000,350.0000,355.0000,360.0000,365.0000,370.0000,375.0000,380.0000,385.0000,390.0000,395.0000,400.0000
0.0000,0.1673,-1.7530,1.0422,1.4512,-2.7462,-1.6151,0.7076,0.2411,0.9141,-0.0899,2.7883,2.9471,2.2252,4.2001,3.6338,2.1104,4.4656,3.0369,6.4083,5.6871,6.2149,6.2629,9.9751,8.8341,9.4182,10.5998,13.0684,14.0366,15.4040,16.8067,20.8284,18.5420,19.9989,21.2417,25.1597,27.7791,27.8391,28.7458,30.8336,35.1750,37.5028,39.4467,39.9273,43.6113,45.8130,48.3716,51.7797,53.2531,56.3894,57.9262,60.7045,63.6478,62.9211,67.0009,69.1080,71.1401,73.9145,78.7350,77.2888,82.0579,6.6009,83.8837,86.3820,88.6707,90.4094,91.9783,91.6030,92.6606,95.7585,95.1910,94.4605,95.4609,96.4615,99.1622,99.1057,100.3079,98.9218,100.0084,100.8430,99.5117,100.6852,99.0028,99.4000,99.2580,97.8489,100.1026,98.3080,98.5752,98.7218,98.0106,97.5721,95.5503,94.0766,93.4946,89.8750,88.9176,87.6785,86.6355,87.0976,83.4078,82.3730,82.9743,78.4932,78.0589,73.4068,72.2902,68.9085,67.5118,66.9273,60.6899,61.5225,58.8014,55.1198,51.4086,51.2608,47.9493,46.7070,44.0359,44.0883,39.0529,35.6527,35.2880,33.2403,32.9048,30.1427,27.5210,27.3507,21.6192,20.7677,18.7417,18.0312,15.1154,16.7776,14.2151,11.1437,10.7046,11.6509,11.4631,12.2964,12.8351,8.3138,5.4977,3.1326,6.1368,3.9731,4.0763,3.3344,3.6380,5.0851,3.3960,2.6312,1.0562,-0.1327,1.4460,1.9152,4.4901,1.8957,3.0545,0.7275,-0.3905,-0.1374
5.0000,-1.3774,2.9999,-1.3153,1.2984,-1.1737,1.7360,1.0938,0.4811,0.8788,0.2083,2.1392,1.0989,0.2888,0.5935,3.1929,5.7695,4.1543,4.2993,5.5217,7.7235,6.8240,6.6710,9.8042,9.7128,12.3685,11.4074,10.4383,11.4417,17.2673,18.7525,17.3538,18.5845,22.9678,20.8108,22.9033,27.0611,27.4293,30.0103,31.8379,34.7191,38.5136,38.7831,41.9077,40.2050,45.5830,46.7977,48.6643,51.6214,54.8917,59.2215,58.3050,62.7716,64.4062,67.0155,71.3452,72.9340,76.3626,233.7741,77.5746,80.3015,82.9364,84.6841,84.5452,87.9616,89.7200,94.6002,94.9775,92.1110,94.0776,93.3204,95.5258,97.6724,99.6879,97.3615,97.9497,96.0903,99.3578,98.2162,99.1497,98.6997,99.8979,97.3984,97.7833,103.0637,97.7507,97.7660,101.8063,102.9528,96.2818,96.8267,97.1242,98.3286,93.2684,93.2829,93.6083,91.7761,89.1335,87.9652,84.4695,84.4420,82.5731,81.4055,78.2255,77.6900,76.3556,72.8599,70.8887,68.1267,65.6926,62.2233,61.3693,58.3217,59.1727,55.9586,51.7513,47.6180,44.7074,45.8069,42.0960,40.1475,,36.4239,33.6047,29.2123,28.1939,27.3917,25.2441,22.9731,21.5804,19.7613,18.8519,19.3943,11.9809,14.1986,13.6197,12.6765,10.6269,7.5746,9.7967,11.0584,5.3942,8.2802,5.8401,5.6452,3.6149,4.1992,6.2041,4.7244,6.0857,4.9275,3.5287,5.2263,3.0384,3.4180,1.5515,1.9384,0.6546,3.0651,-0.2907,2.5607,1.0245
10.0000,1.4675,0.9337,2.6480,1.1372,-2.1770,0.2386,-1.2412,-0.0608,3.2074,-89.1969,0.4225,0.2618,2.1775,0.6869,1.9287,3.8705,5.6490,5.3924,1.6582,6.2235,6.6058,7.9113,10.5725,5.9786,9.1823,12.0235,9.9076,15.7133,15.3494,17.4434,16.7737,20.3877,22.3867,22.8297,24.6067,,26.7374,29.8086,31.8671,34.8014,37.9166,37.0748,40.7705,45.5195,44.5587,46.8482,50.8160,54.2261,55.4319,59.8639,61.6036,64.0131,65.9893,71.0251,69.5608,69.1499,76.7921,75.8663,78.8113,82.6333,80.2018,82.5750,83.8038,86.6692,90.0723,91.6460,92.6129,91.3084,91.0807,95.6346,95.7421,97.9263,98.9705,98.7012,100.1100,99.6940,100.4360,98.7920,99.7137,100.3494,101.3093,99.4836,100.8048,99.5102,99.5446,100.6945,96.1002,96.6891,95.8543,93.9168,95.6324,96.8972,94.3585,93.9843,94.1123,93.1512,89.6291,90.2308,86.7039,83.5764,82.1136,78.8682,77.7573,76.4758,76.0711,75.2364,68.3153,68.6628,64.1573,64.0424,60.7218,55.7441,57.4472,52.7120,50.3916,47.1769,45.4127,44.6792,41.4342,39.9356,37.7597,37.0273,32.4217,28.6746,30.5132,26.5093,26.8470,23.9954,21.5473,20.6702,21.5567,-58.0741,15.9410,14.7997,14.9744,10.9686,11.6886,10.1747,9.7790,7.2205,5.3134,3.8775,4.6591,5.0512,4.7563,7.6083,5.9144,2.4086,4.0099,2.5517,2.4443,2.8892,3.3094,1.6677,3.5926,0.1261,1.7106,5.4775,1.8117,3.5373,1.4479
15.0000,0.5820,-0.2775,,-1.1279,,-0.9379,1.5157,2.3451,1.4911,0.7626,2.1527,1.3203,3.5328,-0.2342,2.4334,0.4179,1.6753,6.5270,6.4402,4.6902,4.2468,2.8468,7.3363,12.7079,10.7255,10.3024,12.9826,11.1635,14.3569,16.3293,17.5081,20.3609,21.3093,23.4919,23.2323,27.4637,30.4870,28.5866,30.7771,36.2435,36.1443,40.7836,40.3105,45.4971,45.8894,48.4879,52.8795,52.4377,54.0250,57.2204,61.0207,60.4265,66.1400,66.7520,71.6178,68.5922,73.2352,74.0533,77.4411,81.0722,82.3688,84.1056,86.0008,88.2001,87.9352,91.9557,93.2287,94.0418,95.4178,96.0352,99.5402,97.1448,97.4954,97.4022,97.4602,97.5225,98.3468,99.7821,100.5238,100.1702,,101.4638,101.1714,99.7087,98.7806,100.3118,99.4106,96.5003,98.0141,97.8485,95.3381,96.0954,92.6407,95.7286,94.3867,90.8166,90.3132,84.6201,84.8651,84.4250,81.4295,82.1923,82.1164,75.2781,73.6388,73.0368,72.8328,66.2666,66.1174,66.0870,58.4645,56.5917,55.4413,52.8595,52.4313,49.1630,43.7497,44.8276,40.8680,41.3696,36.2899,34.1049,33.7603,32.0463,29.5957,24.4886,25.9919,21.8779,22.1052,18.0191,19.3068,15.9902,13.9189,15.6357,13.7275,11.3208,13.3699,9.5563,9.3597,8.8770,6.7710,7.6962,5.5372,5.1238,7.2418,3.1432,0.6376,6.2693,7.3134,2.5554,-0.0335,2.1462,1.9519,1.8923,-61.6847,2.7088,2.4882,-0.6603,2.5261,4.4667,1.5688
20.0000,-0.7949,-0.4051,-65.3216,-2.5543,0.4284,-0.2458,3.2896,0.4565,3.4437,-0.4629,2.3535,2.2634,0.8270,2.7803,4.7570,2.9200,1.3817,4.4569,3.7460,5.2585,6.3809,4.7382,5.7315,9.8041,9.2933,7.2992,13.4673,13.9190,13.7381,14.2114,18.8981,19.7065,24.3746,23.1287,24.8561,25.8770,29.2799,30.9914,33.9989,33.4715,35.7926,37.9746,42.1767,45.5792,45.0220,47.4824,51.0235,52.6327,56.8866,54.5385,59.1259,61.6262,61.7290,66.1413,68.5509,71.9103,76.1138,76.2455,77.1651,80.6470,84.2439,83.0549,84.9076,88.7673,89.1508,91.9023,92.2505,94.5535,93.0675,95.6100,96.2095,95.4897,95.6493,99.5998,98.5210,97.8948,99.5748,101.6194,96.6404,97.8878,98.7727,102.3445,100.5254,101.1383,98.0889,97.8489,99.8392,98.7986,98.9776,97.2121,97.1427,96.0853,96.0268,94.9715,90.1211,87.8602,91.3057,90.0511,85.1025,82.1091,83.2187,82.5487,81.8478,77.8476,74.3667,71.3723,70.4608,67.6779,64.2469,66.4530,63.6437,60.2402,54.7173,54.9438,52.1918,49.4834,48.3047,45.0247,42.8605,40.4286,37.7569,32.3980,33.0868,30.0795,27.0150,29.5501,27.7880,25.4772,22.1435,22.1884,18.6625,17.5108,14.2087,15.1659,13.4606,10.2923,11.1205,10.1014,12.0113,9.8180,7.7205,7.3652,6.4060,5.4389,3.5760,4.4791,3.1391,1.9787,4.2574,3.7512,0.1925,2.4287,3.8755,3.7666,3.5366,1.8982,0.4342,-0.0439,1.9945,1.9568,3.2420
25.0000,1.3612,-0.3902,-1.9485,-0.4367,0.5080,0.0372,-0.3485,1.0976,0.1866,0.2513,1.9406,1.1823,2.4978,2.9252,1.2305,2.6854,6.0781,2.7421,1.9269,2.9817,6.5498,7.3462,7.9820,10.9061,6.0722,11.7448,14.6372,11.8243,14.2452,15.0639,16.3100,18.7008,22.9502,25.2635,23.7803,28.9954,28.1192,32.6963,31.9942,34.4636,37.0084,43.4768,42.2836,42.2878,47.1818,47.5958,49.8377,54.3851,55.5270,58.3568,60.4107,63.3294,65.8726,64.7079,70.9510,70.7674,72.3101,76.5556,78.8683,79.7239,83.9492,82.5388,85.6969,87.0867,89.4484,91.3851,90.7953,94.6241,94.7517,92.8277,93.6255,97.3333,97.7015,98.4547,99.0443,99.8055,101.1797,98.2999,98.3428,98.5320,100.6297,102.0594,99.4937,281.5160,97.2822,98.3176,98.3697,98.1372,98.2508,97.0641,98.3374,94.8716,93.6038,94.5160,90.2837,91.8513,89.9921,88.0829,89.0498,83.9987,86.1931,80.8460,,77.2081,73.3392,71.6128,71.0667,68.9868,64.8619,64.8856,62.7260,60.7134,56.9145,55.7273,48.4311,48.3617,45.1478,44.2676,40.9095,39.2393,40.0834,34.8325,33.5948,30.5774,29.0595,27.0468,25.8767,25.1953,24.2401,20.6346,19.5358,15.4869,15.7231,15.9864,14.6740,12.5683,12.5311,10.9610,11.1189,8.9138,7.1726,7.4982,1.9460,6.3196,-0.2712,2.1221,4.9373,4.5717,1.7480,2.0971,4.9293,1.8874,5.7469,2.1754,2.6104,4.2656,1.8987,0.0785,1.3133,1.3347,-0.7359
30.0000,-0.6723,-1.3049,1.3047,0.0942,-0.2416,0.1815,0.8535,1.6441,-0.5564,-0.3682,3.1313,1.1677,0.0075,3.1824,3.6361,1.1128,4.2674,5.5906,5.6657,6.7249,4.4025,7.7994,7.7079,8.3644,11.3915,13.3744,14.9917,15.4936,14.6563,16.7288,18.8088,19.3796,21.0135,23.7520,24.2050,25.0543,27.4553,31.0286,,34.7909,37.4797,38.1616,42.1573,43.9341,43.8941,50.3210,49.8411,50.5604,53.9347,56.4302,60.4917,62.4385,64.7556,68.5695,70.4884,72.7429,75.1176,77.5975,75.6113,80.2492,79.4648,84.6393,86.3343,89.5668,91.3348,91.3066,91.5928,94.3021,93.9025,95.7010,98.0804,96.5532,99.2799,99.6646,97.6929,100.9670,100.8451,100.1586,98.9965,98.9224,99.4290,101.0451,98.7465,100.7219,98.0146,99.3000,99.4096,102.4562,96.1654,99.7779,97.0260,96.5399,95.1119,94.5014,92.3928,93.4835,89.1886,90.0369,85.7347,84.8749,81.5271,81.8984,81.3809,77.0173,74.6875,71.0969,70.1547,65.7908,64.4515,63.7694,62.9920,62.7956,55.2624,55.8560,51.6379,48.6306,47.1152,44.1987,41.9485,38.8913,35.1774,32.7852,33.9667,30.5227,28.0629,27.0609,26.4063,23.7269,20.7932,22.0173,21.0274,17.9616,,16.4444,15.0753,13.1766,12.1032,11.0081,7.6758,9.5340,5.6752,5.8051,8.2995,7.0076,7.4343,4.3013,2.5327,3.4960,3.6458,3.2847,4.5748,2.0723,2.9113,0.6959,2.6743,1.8454,0.5778,1.2286,1.2019,0.9831,3.9685
35.0000,-0.4360,-0.5572,-3.2278,-1.2987,-0.2117,-0.6876,2.5919,0.4720,2.8765,1.2875,1.5310,1.6540,2.1395,5.0961,-0.5370,0.4081,3.1102,4.5110,6.1415,-47.7124,5.9353,8.8345,9.7106,9.3684,11.5338,,11.4629,14.5736,14.9928,16.2083,19.8751,15.5292,18.6991,20.7448,23.7587,25.7767,25.8272,28.6119,30.8683,37.9803,39.1916,38.1215,40.4937,41.6592,42.9022,48.0012,49.1154,52.9367,53.1238,56.8416,60.6602,63.4233,65.9127,,71.2881,111.2340,75.4814,76.6874,76.7395,80.3533,83.3156,85.5379,86.1636,90.3307,91.0997,90.6531,93.5047,96.5117,97.6722,93.8986,95.2492,99.6554,96.5223,96.7033,98.4346,100.1754,,99.0690,99.1678,99.1819,98.9555,103.6929,100.6654,101.4349,99.1827,99.3661,98.2136,94.8495,96.2027,94.8921,93.4644,94.1676,96.9589,93.8043,94.5954,91.9546,91.0823,87.0217,87.5210,86.0915,82.3026,82.0869,80.0934,76.3391,73.3279,71.0210,70.6558,68.6970,64.6577,63.4938,61.8930,59.5318,58.4919,55.6394,49.7903,51.4019,45.6879,45.6903,41.9011,38.9009,34.5775,34.8568,30.6605,32.4006,31.2434,25.8632,25.6765,22.3773,20.8429,21.3473,18.6079,27.8293,15.1436,16.0859,13.5313,13.4537,10.5391,10.1580,9.1520,7.2319,8.7048,7.9748,7.2367,8.0547,7.3790,4.1480,4.8220,2.9225,3.5289,2.2676,5.3053,3.1605,2.0568,3.9699,-1.2566,-1.1800,2.8967,1.6733,1.8541,-0.6010,1.2768
40.0000,,1.0451,0.1732,-0.6157,-0.4086,-2.8522,0.9063,1.9882,-1.4189,0.2035,-0.2602,0.3401,2.2152,-0.6074,3.8653,4.5428,3.5501,0.7702,3.6140,7.6313,2.3475,6.7878,6.3987,10.3030,9.0813,11.7706,13.1583,16.2868,14.5285,16.7769,15.4452,20.9989,19.6932,21.6932,24.2799,23.8247,28.4425,31.5528,32.6117,31.9244,36.3177,39.8675,38.2383,41.7879,47.0972,48.6006,51.2501,55.8741,56.2487,58.9942,64.5271,62.5779,64.1153,68.3348,70.6920,71.5354,73.0127,80.1982,79.3253,79.7608,84.1739,84.4878,86.0296,88.9109,87.6857,91.6027,95.2852,94.3469,94.2042,95.0174,96.0614,97.0852,97.5814,100.1002,96.6029,100.8770,99.3059,100.6494,98.5278,102.2826,102.1824,101.7490,97.9862,101.3876,100.5627,97.2761,99.2863,99.4125,99.1422,97.9121,97.3137,98.2085,96.8476,89.6071,92.2196,91.1268,87.3154,88.5488,88.6421,83.4017,83.7046,79.9055,78.2671,79.4096,74.2275,73.5188,67.7467,71.0266,66.7761,63.2049,61.9243,56.5126,57.9597,53.2589,51.0060,48.1580,45.6314,45.1821,42.1992,40.5121,37.2902,35.8976,32.3841,34.3062,26.6275,28.9604,27.2851,22.1961,25.1379,21.6865,20.1295,17.2748,15.5471,14.2783,13.9760,14.3664,11.4860,8.8690,10.5653,9.8708,8.6964,8.1202,5.9422,4.3578,3.9045,2.2588,4.6193,3.7340,2.8350,-1.2653,1.0050,4.2969,1.3876,2.7209,-0.0862,3.9996,1.4872,2.0180,4.9673,3.6635,0.8520
